55 Cancri e,PSO J318.5-22,TRAPPIST-1e,A,B,C,D,E,F,G,T,VIP,CryoSleep,HomePlanet,Side,Age,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Num,total_expense,Transported
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.9269180446816625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.137710644618417,6.826616787891752,2.750250297485029,4.2014612941903655,10.51095939425957,5.133567292834431,0.0,29.422855066661146,True
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.62289923231481,5.093856518007759,16.080985663069132,0.0,18.335367484766667,5.3215405626377255,0.0,44.83175022848128,False
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.6477085871174175,0.0,12.840468556532237,9.532407056589411,15.83814464291337,8.0252684064135,0.0,46.23628866244852,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.5304192649587702,9.049252213846536,5.968980585391403,7.497312494750137,10.585005856057766,1.1943176378757767,0.7304631471189666,34.29486878792162,True
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.133567292834431,0.0,10.184716170074019,0.0,8.954597211387142,0.0,0.0,19.13931338146116,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2631607783924865,5.0533710494211155,13.379754435946785,1.5409627556327752,0.0,0.0,1.1943176378757767,19.974088241000675,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.38094603344487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.745132396064701,0.0,11.456000850475936,3.618222517841817,8.274265741119429,0.0,1.5409627556327752,23.348489109437182,True
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,3.340760310539712,0.0,0.0,0.0,0.0,0.0,0.7304631471189666,0.0,True
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,4.697012078927853,0.0,0.0,0.0,0.0,0.0,0.7304631471189666,0.0,True
1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.172534928709971,4.9269180446816625,18.647956376224823,10.692806572760158,6.844946025203906,7.0878471178719655,0.7304631471189666,48.200474136742514,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.5971567117081165,6.047663906109832,0.0,12.454909494897821,0.0,6.899103929073757,0.7304631471189666,25.40167733008141,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.285266416806648,11.219143434447734,0.7304631471189666,5.831327892742091,0.0,4.137710644618417,0.7304631471189666,21.918645118927206,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.38094603344487,2.6025944687727294,12.051332917802975,3.128238685769432,1.1943176378757767,2.440268378362637,1.1943176378757767,21.41675208858355,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.545285536716194,4.5971567117081165,0.0,11.756262399878192,0.0,0.0,8.32540629463736,16.35341911158631,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.322947514138835,12.847298390416444,7.054609570753338,2.6780746090892826,0.0,0.0,1.5409627556327752,22.579982570259066,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,4.137710644618417,0.0,0.7304631471189666,0.0,0.0,10.897673633652223,1.8203341036428238,11.62813678077119,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,5.172534928709971,0.0,0.0,0.0,0.0,0.0,2.055641538058108,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.340760310539712,9.78846071913494,0.0,0.7304631471189666,0.0,11.066450266913,2.2596737867230705,21.58537413316691,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7304631471189666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.3215405626377255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.4372688011897266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.885846472488202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,True
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.7304631471189666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.440268378362637,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False
0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,3.9325102940665544,12.068566052986988,1.1943176378757767,5.942124359831237,0.0,0.0,0.0,19.205008050694,False
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.744420430279228,0.0,0.0,0.0,0.0,0.0,1.1943176378757767,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4381104434026533,0.0,8.365618533147526,0.0,12.119733293613171,0.0,2.2596737867230705,20.4853518267607,False
1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.697012078927853,4.003419248109409,17.96137950294077,0.0,13.176814349672757,9.236665340977277,0.0,44.37827844170021,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.093856518007759,12.460009263156268,0.0,7.278278985320871,5.285266416806648,0.0,2.6025944687727294,25.02355466528379,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.5971567117081165,0.0,11.673284500279395,6.244955797756471,9.93416544711398,10.023747699744122,1.8203341036428238,37.876153444893966,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.248357472806535,8.253528702007328,0.0,13.12051520011815,0.0,12.715151178829135,2.750250297485029,34.08919508095461,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.1943176378757767,0.0,0.0,0.0,0.0,0.0,2.750250297485029,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.858806663498184,6.97811194243719,0.0,13.769604791841859,12.097089863928765,0.0,2.750250297485029,32.84480659820781,True
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.38094603344487,0.0,0.0,0.0,0.0,0.0,0.7304631471189666,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.071754351052767,11.452540454604854,12.022409670551795,0.0,11.984426143724395,0.0,0.7304631471189666,35.459376268881044,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.4381104434026533,0.0,10.231351739686412,5.285266416806648,3.858806663498184,9.721963275481741,2.6025944687727294,29.097388095472986,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.858806663498184,10.534293431937693,8.047888977723783,0.0,15.02684679352119,0.0,2.885846472488202,33.609029203182665,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,4.492017742920502,0.0,0.0,0.0,0.0,0.0,0.7304631471189666,0.0,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.618222517841817,0.0,0.0,0.0,0.0,0.0,1.1943176378757767,0.0,True
0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.172534928709971,0.0,7.6727449866678565,5.172534928709971,14.906390097054219,11.689407579365229,1.5409627556327752,39.441077591797274,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,5.527073738158998,0.0,0.0,0.0,0.0,0.0,1.5409627556327752,0.0,False
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.8203341036428238,0.0,0.0,0.0,0.0,0.0,1.5409627556327752,0.0,True
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,3.9325102940665544,0.0,0.0,0.0,0.0,0.0,1.5409627556327752,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.9325102940665544,12.03979401386066,0.0,7.873203454932757,0.0,5.80273872401839,2.885846472488202,25.715736192811807,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,3.782056917753863,0.0,0.0,0.0,0.0,0.0,2.885846472488202,0.0,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.745132396064701,11.473246903042902,0.0,0.0,7.12876418421029,0.0,0.7304631471189666,18.602011087253192,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.559490358416789,0.0,6.881187323763808,0.0,13.052592909234031,7.136865651218368,1.1943176378757767,27.07064588421621,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,5.153142108573489,1.8203341036428238,0.0,1.1943176378757767,17.019854130109643,0.0,2.2596737867230705,20.034505871628244,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.2014612941903655,0.0,0.0,14.084638269147439,0.0,0.7304631471189666,3.011340243262834,14.815101416266405,True
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1943176378757767,0.0,0.0,0.0,0.0,0.0,0.7304631471189666,0.0,True
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.882972919330174,0.0,0.0,0.0,0.0,0.0,0.7304631471189666,0.0,True
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.322947514138835,8.856575964639742,10.762620866392696,15.883502671687548,8.914178988939392,1.5409627556327752,0.7304631471189666,45.95784124729216,True
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.792129643835174,0.0,0.0,0.0,0.0,0.0,2.440268378362637,0.0,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,4.003419248109409,5.172534928709971,12.385296581842672,7.4550235803134814,13.048303470894265,0.7304631471189666,3.128238685769432,38.79162170887936,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.744420430279228,0.0,10.706018325891716,0.0,3.618222517841817,4.2014612941903655,3.2377281976988326,18.525702137923897,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,3.4381104434026533,0.0,0.0,0.0,0.0,0.0,3.340760310539712,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.6477085871174175,0.0,0.0,0.0,0.0,0.0,1.5409627556327752,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,5.744420430279228,0.7304631471189666,7.525112644917748,8.070314193798698,0.0,10.06209830903299,2.2596737867230705,26.3879882948684,False
0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.885846472488202,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,3.7019729772844623,0.7304631471189666,8.67610089137118,9.984891141101489,0.0,0.0,2.885846472488202,19.391455179591635,True
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.9325102940665544,14.097458285787088,4.838059349133916,0.0,0.0,4.137710644618417,3.4381104434026533,23.07322827953942,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,4.672512179141387,11.4835501066498,0.0,1.1943176378757767,8.631303105111632,0.0,1.8203341036428238,21.30917084963721,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0533710494211155,11.79074020410216,0.0,2.750250297485029,2.2596737867230705,0.0,3.5304192649587702,16.80066428831026,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.782056917753863,7.990963041593332,0.0,2.055641538058108,0.7304631471189666,11.245119773761333,3.2377281976988326,22.02218750053174,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,3.618222517841817,3.5304192649587702,14.432121353294436,0.0,0.0,5.42678077191518,3.340760310539712,23.389321390168387,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,3.340760310539712,0.0,0.7304631471189666,0.0,0.0,12.298208358761945,3.618222517841817,13.028671505880911,False
0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,4.838059349133916,5.210789042972047,6.2917110215767,11.289160096627912,0.0,3.128238685769432,1.5409627556327752,25.91989884694609,False
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0533710494211155,0.7304631471189666,19.187772498555834,0.0,0.0,10.302477323271576,1.5409627556327752,30.22071296894638,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,4.322947514138835,7.440766394665012,0.0,12.175674739199435,0.0,0.0,3.7019729772844623,19.61644113386445,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,4.38094603344487,3.340760310539712,0.0,12.867707010556808,0.0,0.0,3.4381104434026533,16.20846732109652,True
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.882972919330174,0.0,17.8173023856529,0.0,9.185444953830356,19.734406619773136,1.8203341036428238,46.73715395925639,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,3.2377281976988326,0.0,0.0,0.0,0.0,0.0,3.2377281976988326,0.0,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,5.0533710494211155,18.705356112736798,0.0,0.0,0.0,0.0,3.5304192649587702,18.705356112736798,False
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,1.1943176378757767,0.0,0.0,0.0,0.0,0.0,3.5304192649587702,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,2.6025944687727294,0.0,0.0,0.0,0.0,0.0,3.5304192649587702,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,4.137710644618417,11.101459290168826,0.0,0.0,0.0,3.618222517841817,3.340760310539712,14.719681808010643,True
0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.969939052451073,0.0,0.0,0.0,0.0,0.0,2.055641538058108,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,5.093856518007759,8.22211358542376,0.0,0.0,10.90180043252685,10.337416044520737,3.618222517841817,29.461330062471347,False
0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,5.172534928709971,0.0,0.0,0.0,0.0,0.0,2.055641538058108,0.0,True
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,4.745132396064701,0.0,0.0,0.0,0.0,0.0,3.4381104434026533,0.0,True
